Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,0,1,2,3,3,3,1,2,5,7,1,0,4.302222691790737,8,1,12,3,2,3,6.379501208753412,2,3,0.7232926390247202,0,0,0
38,1,0,10,3,1,3,0,3,2,2,4,1,4.111277984443651,1,0,13,3,2,0,2.6485467331394013,1,3,2.0026342817333047,3,1,3
20,0,0,2,3,3,3,0,2,1,3,3,1,3.910659042209669,1,1,13,3,4,0,1.3028774217583385,3,2,1.175622953692389,2,0,2
34,0,1,2,4,0,4,1,2,2,5,1,0,4.120118924657833,6,1,13,3,2,1,4.036540136399826,3,3,2.902608229699713,9,5,9
36,0,0,1,2,0,2,1,3,2,2,4,0,4.1271415950298485,1,0,14,3,4,1,4.746556115789604,1,2,3.5426065409642953,14,4,11
49,0,1,16,3,3,4,0,3,1,4,1,2,3.9607078201259496,4,0,16,3,2,1,4.616030420426672,2,2,1.175622953692389,2,2,2
40,0,1,2,1,3,4,0,2,1,1,4,1,3.9398580531714744,0,0,20,4,4,0,2.3774204109333774,2,2,1.7782803158941651,2,2,3
40,0,1,4,1,3,4,0,3,5,0,3,0,4.302186119802686,1,1,14,3,2,1,5.111394622003465,2,3,3.6868158612269606,8,9,9
51,0,1,7,4,3,2,1,2,2,5,3,0,4.1251897586274415,2,1,17,3,3,0,3.5203335447092834,2,3,0.7232926390247202,0,0,0
60,0,0,7,4,2,2,1,4,2,2,4,2,4.09661314295548,0,0,18,3,2,1,3.873891252145317,3,3,2.902608229699713,7,1,9
31,0,1,2,4,0,3,1,3,1,1,4,2,3.969159262368462,0,0,18,3,2,1,1.7217255645620062,2,1,1.175622953692389,2,2,2
38,2,1,23,3,0,4,1,2,3,5,3,1,4.198824462943638,0,1,21,4,2,0,3.5203335447092834,2,3,2.6584607585199937,7,1,8
27,0,1,17,4,0,4,0,3,1,1,3,1,3.944495707725215,1,0,13,3,4,0,3.1185563891569537,2,3,2.519827840831157,2,7,7
29,0,1,7,3,0,4,1,3,1,4,1,1,3.9125641095880885,3,1,14,3,2,0,3.7022596222640582,2,3,1.5103973736359457,2,1,2
60,2,0,28,3,2,3,0,2,3,2,1,0,4.210698511684792,4,1,19,3,4,0,5.225248066840664,5,4,3.5426065409642953,13,13,11
38,0,1,1,3,0,3,0,3,3,5,3,1,4.167506868895089,4,0,14,3,4,0,3.5203335447092834,4,4,0.7232926390247202,0,0,0
31,0,1,9,1,0,3,1,3,3,5,2,2,4.216432952860705,1,1,25,4,4,1,4.036540136399826,6,4,3.113310477988108,8,0,8
36,0,1,9,2,3,2,1,2,2,5,2,2,4.186912026915708,2,0,11,3,3,1,4.036540136399826,2,3,1.5103973736359457,2,0,2
34,0,0,4,3,0,3,1,3,3,2,4,0,4.201927075313007,2,0,13,3,4,3,3.3264680091915957,3,3,2.0026342817333047,3,1,0
37,2,0,21,2,3,3,0,3,1,3,4,0,3.9891664184827804,5,1,15,3,2,1,3.5203335447092834,3,3,2.0026342817333047,4,0,0
29,0,1,1,2,0,2,0,2,1,4,1,0,3.937767214136535,1,0,11,3,4,1,0.7710602063704559,1,3,0.7232926390247202,0,0,0
27,0,0,2,2,3,1,0,4,2,2,3,1,4.1353082445458265,0,1,14,3,2,0,3.3264680091915957,5,2,2.519827840831157,7,0,7
29,0,0,5,3,3,1,1,2,2,2,2,2,4.055956795262378,1,0,13,3,2,1,3.5203335447092834,3,2,2.7854135759006455,0,0,9
34,2,1,1,3,3,4,1,2,2,8,1,1,4.100803470031186,0,1,20,4,3,0,4.19127081418,3,3,3.113310477988108,9,4,9
35,0,1,18,5,0,2,1,4,2,1,1,0,4.096197996770504,1,1,11,3,4,0,4.48034086390841,2,3,3.3843944556206687,15,1,10
25,0,0,26,1,3,3,0,3,2,2,4,1,4.1265503275417,1,1,23,4,2,0,2.6485467331394013,5,2,2.1962544932649113,5,1,4
60,0,1,7,3,0,1,0,3,5,0,1,0,4.306021107887928,5,1,11,3,4,0,6.295019058114575,5,1,4.215301562080848,8,11,10
36,1,0,8,4,1,1,1,3,2,2,4,2,4.091661369357882,4,1,13,3,4,2,3.873891252145317,3,3,2.3669439908983287,7,0,7
27,0,1,3,4,3,1,1,2,1,1,4,1,3.910765406404642,0,1,13,3,4,0,2.3774204109333774,0,3,1.7782803158941651,2,1,1
24,0,1,17,1,3,4,0,2,2,5,3,2,4.064283650492688,1,1,15,3,2,2,2.3774204109333774,6,3,1.7782803158941651,2,3,2
21,1,0,9,2,3,1,1,3,1,3,4,1,3.9625427138219074,1,1,24,4,3,0,1.7217255645620062,3,2,1.5103973736359457,2,2,2
33,2,0,7,3,3,4,1,3,2,2,1,0,4.0641128466551635,0,1,14,3,1,2,2.3774204109333774,2,3,1.7782803158941651,3,0,3
32,2,1,24,4,0,1,1,3,2,4,4,0,4.099656833770945,1,1,15,3,4,2,3.5203335447092834,2,3,2.7854135759006455,8,4,7
34,0,1,2,4,3,3,0,2,1,1,1,1,4.064454267153451,1,1,11,3,3,0,2.6485467331394013,3,3,2.1962544932649113,5,1,3
40,1,1,9,4,5,3,1,3,2,4,3,2,4.046113290111523,3,1,11,3,3,2,3.7022596222640582,2,4,2.519827840831157,7,0,7
34,0,1,8,2,3,2,0,3,2,8,3,1,4.125474261956511,3,1,11,3,4,0,3.5203335447092834,2,3,2.0026342817333047,1,4,3
33,0,1,13,1,0,2,0,3,1,1,4,1,4.0188670752779645,3,1,18,3,1,0,2.3774204109333774,4,3,1.5103973736359457,2,0,2
46,0,0,3,1,2,1,1,3,4,0,3,0,4.290111650940542,3,1,12,3,4,1,5.335697235799488,3,3,3.011520783697835,9,4,9
27,2,1,5,2,0,4,0,3,1,4,4,1,3.943170417657834,0,0,14,3,3,0,2.6485467331394013,3,2,2.0026342817333047,4,0,2
44,0,1,4,2,0,3,1,4,5,0,1,2,4.303329010862436,1,1,14,3,4,2,5.648871258075745,4,2,4.000503188858145,9,14,13
46,0,1,21,2,3,4,0,3,2,8,2,0,4.188353487967733,4,1,22,4,4,1,4.036540136399826,2,4,2.6584607585199937,7,3,7
53,1,1,1,4,3,1,0,2,4,5,3,0,4.24662431593497,4,0,20,4,4,3,5.747842619625267,2,2,1.5103973736359457,2,0,2
35,1,1,2,4,0,4,0,3,2,8,1,2,4.0921603685462005,2,1,11,3,1,1,4.48034086390841,2,4,0.7232926390247202,0,0,0
31,2,1,15,3,3,3,1,3,1,4,3,0,3.9625427138219074,1,1,12,3,3,1,1.3028774217583385,5,2,1.175622953692389,2,2,2
41,0,1,6,3,3,4,1,3,1,4,1,1,4.07831008060113,2,0,13,3,3,0,4.9938697723998215,3,3,3.5426065409642953,13,2,17
48,0,1,4,3,0,4,1,3,3,5,4,1,4.168286788251891,1,1,11,3,3,0,3.7022596222640582,2,3,2.7854135759006455,9,0,8
31,2,0,26,4,2,1,1,3,2,2,4,0,4.1097357301233854,1,0,11,3,3,0,3.5203335447092834,4,3,2.7854135759006455,7,0,8
28,1,1,1,3,0,3,0,1,2,4,4,0,4.139855983017826,0,1,11,3,1,3,3.5203335447092834,6,3,2.6584607585199937,8,7,5
31,0,1,2,1,3,4,0,1,1,4,4,2,3.773624940469634,1,0,11,3,3,3,0.7710602063704559,4,3,0.7232926390247202,0,0,0
49,0,1,7,4,0,3,1,3,3,8,2,2,4.21373217018254,3,1,14,3,2,2,5.938615135182161,3,3,2.519827840831157,7,0,7
36,2,1,6,4,0,1,1,4,2,4,1,0,4.107985282892186,3,0,13,3,4,1,3.3264680091915957,3,3,1.5103973736359457,2,0,2
28,1,2,1,2,0,3,1,3,1,6,4,2,3.969997203273853,1,1,15,3,2,1,1.7217255645620062,2,3,1.5103973736359457,2,2,2
42,0,1,1,2,0,4,0,2,2,5,4,0,4.123182519432954,9,0,13,3,4,1,3.1185563891569537,4,3,1.7782803158941651,3,0,2
31,2,1,29,2,3,3,1,2,1,4,2,1,4.020391953208528,0,1,11,3,2,0,2.6485467331394013,2,4,2.0026342817333047,4,1,4
56,2,0,6,3,0,3,0,4,4,2,1,0,4.2494563692732354,9,1,11,3,4,3,6.54353883030566,0,2,2.3669439908983287,7,7,7
38,0,1,1,4,0,2,0,4,2,8,4,1,4.162426327682126,0,1,13,3,3,0,3.5203335447092834,4,2,2.6584607585199937,7,1,8
36,0,1,12,5,3,4,0,2,3,5,4,1,4.187113660316349,0,1,11,3,2,0,4.338960357094801,2,2,3.208905039432498,8,7,8
40,0,0,25,4,2,4,1,2,3,2,2,1,4.191368613792295,2,0,12,3,3,0,3.3264680091915957,2,3,2.0026342817333047,4,1,0
39,2,1,2,4,1,3,0,3,3,8,3,1,4.220623926440852,0,1,25,4,4,0,4.9938697723998215,1,3,3.616294636986046,6,11,8
37,0,0,2,3,2,4,1,3,2,2,3,0,4.200094159258859,4,0,11,3,3,1,4.616030420426672,3,2,1.5103973736359457,0,1,0
45,2,1,7,4,0,1,1,4,2,5,3,0,4.133544877585397,4,1,17,3,4,1,3.3264680091915957,1,3,1.5103973736359457,2,0,2
35,0,1,21,1,0,4,0,3,2,8,4,0,4.047970739937672,1,0,25,4,4,1,3.5203335447092834,2,1,2.7854135759006455,6,0,7
37,0,0,10,4,0,4,0,2,2,2,4,2,4.14036958355656,2,0,14,3,3,3,3.1185563891569537,5,3,0.7232926390247202,0,0,0
47,0,2,26,4,0,4,0,3,5,0,3,0,4.3066703671749,3,1,11,3,3,1,5.747842619625267,2,3,2.0026342817333047,2,1,0
29,2,0,24,3,1,3,1,4,1,3,1,1,3.7652156939685284,1,1,17,3,4,0,0.7710602063704559,3,3,0.7232926390247202,0,0,0
50,0,1,17,5,0,4,0,2,3,7,1,2,4.250100903343009,5,1,15,3,3,3,4.872371459815568,3,3,3.208905039432498,11,1,11
27,0,0,10,3,2,4,0,2,2,2,4,0,4.114468316870043,1,0,11,3,4,0,2.6485467331394013,3,3,2.1962544932649113,2,4,4
34,0,0,1,4,2,2,1,4,2,2,4,2,4.202123721941045,0,1,11,3,4,1,4.48034086390841,2,2,3.299058962746408,1,0,9
35,0,1,23,4,3,2,1,1,1,4,3,0,3.9699211958190364,0,1,16,3,2,1,2.6485467331394013,2,4,2.0026342817333047,4,0,3
53,0,0,8,3,2,1,1,3,4,2,4,0,4.23280081374702,5,1,14,3,3,1,5.84437689854062,3,3,1.175622953692389,0,2,2
47,2,0,9,3,0,3,1,1,4,2,3,0,4.246287564367806,7,1,11,3,3,0,5.547307488215594,3,1,3.8819818846373333,5,14,10
26,2,1,1,1,3,1,0,2,1,1,3,2,3.906679099243587,1,1,13,3,3,2,2.3774204109333774,5,3,2.0026342817333047,3,1,3
29,0,1,8,1,3,2,1,2,2,5,4,0,4.090837991615723,1,0,15,3,3,1,3.5203335447092834,2,2,2.7854135759006455,7,1,2
20,0,1,4,3,1,1,1,3,1,4,1,1,3.9891664184827804,1,1,19,3,2,0,0.7710602063704559,2,3,0.7232926390247202,0,0,0
37,0,1,1,3,1,2,0,3,3,5,4,1,4.159456881981608,4,1,17,3,4,0,3.873891252145317,3,4,2.1962544932649113,5,1,2
42,2,1,9,2,3,1,0,3,1,4,4,1,4.030946909420391,1,1,13,3,3,0,3.873891252145317,3,3,3.011520783697835,9,5,8
40,2,1,16,4,3,1,1,2,2,4,3,1,4.092195948354299,6,1,14,3,4,0,3.5203335447092834,6,3,0.7232926390247202,0,0,0
41,1,0,10,2,0,4,1,3,2,2,4,1,4.127954169157056,7,1,14,3,4,0,4.48034086390841,3,3,3.208905039432498,3,1,10
52,2,1,28,2,3,4,0,4,4,5,3,0,4.24985253021611,2,0,11,3,2,1,5.442979638159941,3,2,2.0026342817333047,3,0,2
29,0,0,9,3,2,2,0,1,1,3,2,1,3.974052285667045,1,1,13,3,3,0,1.3028774217583385,3,3,1.175622953692389,2,2,2
33,1,1,1,2,3,2,1,2,1,4,3,2,3.9067878191881444,1,1,12,3,3,3,0.7710602063704559,2,2,0.7232926390247202,1,0,0
45,1,1,2,2,3,1,1,2,4,0,4,0,4.284523325584354,9,1,23,4,4,1,5.225248066840664,1,3,3.6868158612269606,8,11,8
39,0,1,1,4,3,3,0,3,1,4,3,2,3.9296273108929665,7,1,14,3,3,3,2.893831991269825,1,3,1.5103973736359457,2,1,2
40,0,1,2,2,0,3,0,3,1,4,1,0,4.014555087781596,4,1,17,3,4,1,2.893831991269825,5,2,1.7782803158941651,3,0,2
35,0,0,3,4,0,4,1,3,3,2,4,2,4.166701272222861,6,1,13,3,2,1,3.873891252145317,2,3,2.7854135759006455,9,0,8
24,0,1,1,2,0,2,1,2,2,8,3,1,4.074202320652636,1,1,12,3,2,0,2.072625504680407,2,2,1.7782803158941651,3,1,2
49,0,1,5,4,1,1,1,3,2,8,3,0,4.139263054460871,2,1,14,3,2,1,4.9938697723998215,0,2,1.5103973736359457,2,1,2
35,0,1,8,1,0,4,1,4,1,4,4,0,3.933134829844066,1,1,19,3,4,0,0.7710602063704559,2,3,0.7232926390247202,0,0,1
26,0,1,2,2,3,4,1,4,2,5,4,0,4.105075637284233,1,1,12,3,2,0,3.1185563891569537,2,3,2.519827840831157,7,1,3
33,0,1,10,1,3,1,1,1,1,4,4,2,4.016351172438534,7,1,13,3,1,3,3.1185563891569537,2,3,1.7782803158941651,3,1,3
55,0,1,2,3,3,4,1,3,5,0,1,0,4.308076258485648,5,0,13,3,4,1,5.442979638159941,2,3,2.0026342817333047,2,1,4
31,1,1,3,2,3,3,1,3,1,1,1,2,3.9952979100490564,1,0,13,3,4,1,2.072625504680407,3,4,1.7782803158941651,2,2,3
32,0,0,2,1,2,3,1,3,2,2,2,0,4.050972423865517,0,0,13,3,1,3,2.072625504680407,3,2,1.5103973736359457,2,1,2
24,0,1,24,3,3,4,1,3,1,4,2,1,4.026893484399667,8,1,22,4,4,0,2.6485467331394013,2,3,1.7782803158941651,3,1,2
50,0,0,8,4,2,4,1,3,1,3,2,0,4.041248943610329,7,1,15,3,4,1,2.072625504680407,2,3,1.175622953692389,2,2,2
45,0,1,6,4,5,4,1,3,3,7,1,0,4.249829926299336,4,0,14,3,2,0,4.616030420426672,3,4,0.0,0,0,0
50,2,0,1,4,5,4,1,3,2,2,3,1,4.0785826572961135,3,0,14,3,4,0,2.3774204109333774,4,3,0.0,0,0,0
35,0,1,16,3,0,4,1,3,3,8,3,0,4.162579724121317,4,0,12,3,3,0,3.5203335447092834,2,3,2.519827840831157,7,0,0
30,2,1,1,2,3,3,0,3,2,4,4,1,4.047828629325489,1,1,23,4,4,0,3.873891252145317,2,3,3.011520783697835,8,3,7
32,0,1,2,4,0,4,1,3,1,4,2,1,3.823998686301662,1,1,12,3,1,0,0.7710602063704559,2,3,0.7232926390247202,0,0,0
30,0,0,7,4,2,4,0,3,2,2,1,2,4.080554070005885,7,1,14,3,2,2,3.1185563891569537,3,3,1.5103973736359457,2,0,2
44,0,2,1,2,3,2,1,2,3,6,1,0,4.213971853359868,9,1,14,3,4,1,5.442979638159941,1,3,3.6868158612269606,6,3,6
41,0,0,2,4,0,4,1,3,4,0,2,1,4.277727213941659,1,1,19,3,2,0,5.225248066840664,2,3,3.819432397001403,10,0,4
34,1,0,10,3,0,4,1,3,2,2,3,2,4.047354004677074,1,0,14,3,3,1,4.338960357094801,3,3,3.299058962746408,14,0,7
37,0,1,13,3,3,1,1,3,2,1,4,0,4.060307031951491,1,1,17,3,1,0,3.5203335447092834,2,3,2.7854135759006455,8,3,7
35,0,1,22,3,0,2,0,4,3,0,2,2,4.234853990872795,7,1,18,3,2,1,3.5203335447092834,6,2,2.3669439908983287,7,6,2
27,0,1,4,3,0,2,0,3,1,1,3,1,3.937675744376364,1,1,19,3,3,0,0.7710602063704559,2,3,0.7232926390247202,1,0,0
30,0,0,12,3,1,2,0,3,2,2,3,1,4.13733854983089,0,1,11,3,2,0,2.6485467331394013,6,3,2.0026342817333047,4,4,4
36,0,1,6,3,0,4,1,3,1,4,4,0,4.004526694543267,0,1,11,3,3,1,4.48034086390841,4,3,3.299058962746408,13,10,11
18,1,1,8,1,3,3,1,3,1,4,3,1,3.895119304718649,1,1,12,3,4,0,0.0,0,3,0.0,0,0,0
34,0,0,14,3,1,3,0,3,1,3,3,2,3.960065004027477,1,0,18,3,4,2,3.1185563891569537,3,3,2.519827840831157,2,0,6
44,0,1,2,1,0,1,0,4,1,1,4,0,3.9071135897597364,1,1,13,3,4,1,3.5203335447092834,5,3,2.7854135759006455,5,7,7
43,0,1,27,3,1,4,1,4,1,4,2,2,4.084234881171381,5,1,12,3,3,1,3.1185563891569537,0,3,2.1962544932649113,4,0,2
55,0,1,20,2,1,2,1,3,2,4,4,0,4.103202999282578,3,0,19,3,4,1,3.873891252145317,4,3,2.7854135759006455,7,0,8
35,2,1,18,2,0,3,1,3,3,5,4,1,4.196042690988865,2,1,11,3,3,0,3.5203335447092834,2,3,1.175622953692389,2,2,2
36,1,1,18,4,0,1,1,3,2,5,4,1,4.165762589481879,2,1,20,4,1,0,4.746556115789604,0,3,2.902608229699713,9,0,9
31,0,1,1,2,0,4,1,2,1,4,1,0,3.9282819096006047,1,1,12,3,3,1,2.072625504680407,3,3,1.7782803158941651,2,3,2
40,1,0,28,3,5,3,1,1,3,2,1,2,4.220538572814996,3,1,15,3,3,1,4.9938697723998215,2,3,0.7232926390247202,0,0,1
52,0,1,3,3,3,4,1,2,3,5,3,0,4.169771184771178,2,0,14,3,3,0,5.84437689854062,4,3,2.0026342817333047,4,0,4
33,0,1,7,3,3,3,1,3,3,7,3,0,4.230911145111795,0,1,11,3,4,0,4.19127081418,3,4,3.113310477988108,9,3,7
30,0,0,5,3,2,4,0,2,2,2,3,2,4.124790517343244,1,1,13,3,3,3,3.5203335447092834,2,3,2.7854135759006455,9,1,2
33,0,0,5,3,2,4,0,3,1,3,3,1,3.9806750336292795,1,0,13,3,2,0,0.7710602063704559,2,3,0.7232926390247202,0,0,0
45,0,2,24,4,3,2,1,3,1,6,2,1,3.924282450900465,1,1,16,3,1,0,2.6485467331394013,3,3,2.1962544932649113,3,0,4
28,0,1,15,2,0,1,1,3,1,4,3,2,3.927217642293048,1,1,16,3,4,1,2.072625504680407,5,2,1.7782803158941651,2,2,2
30,0,1,1,3,0,4,1,1,1,4,3,0,4.039160801035532,3,1,21,4,3,2,2.893831991269825,2,3,1.175622953692389,2,0,2
27,0,0,2,3,0,4,1,3,2,2,3,1,4.068535405509288,1,0,11,3,1,0,2.3774204109333774,3,3,2.0026342817333047,4,0,4
45,0,0,2,3,5,4,1,3,2,2,2,0,4.081549414183768,0,1,19,3,2,1,3.3264680091915957,3,4,2.519827840831157,7,3,7
37,0,1,21,3,0,2,1,4,1,1,1,0,4.025101324062151,1,0,12,3,1,1,3.1185563891569537,3,2,2.519827840831157,7,1,7
20,2,0,9,3,2,4,0,3,1,3,4,1,3.9381326205988585,1,0,14,3,2,0,1.3028774217583385,3,3,1.175622953692389,2,0,2
41,0,0,4,1,2,3,0,3,3,2,3,2,4.2134469746871686,0,0,13,3,4,1,5.335697235799488,3,4,3.819432397001403,14,13,5
59,2,0,1,1,0,1,0,2,2,2,3,1,4.105108281408796,7,1,11,3,4,0,4.9938697723998215,2,2,1.7782803158941651,3,1,3
46,0,0,1,4,0,4,1,4,4,0,1,1,4.2909360469415665,1,1,15,3,2,0,5.747842619625267,5,1,4.056788966787984,0,0,12
36,0,0,3,4,2,1,0,3,2,2,2,1,4.194595138875878,3,0,16,3,4,0,4.338960357094801,3,3,2.0026342817333047,4,0,1
35,0,1,16,3,3,1,1,4,1,4,2,0,3.947289996472464,0,1,13,3,3,1,2.6485467331394013,5,3,2.0026342817333047,4,0,3
33,1,1,4,3,1,4,1,3,2,1,2,2,3.9946422082472264,5,1,15,3,4,2,3.7022596222640582,2,2,2.6584607585199937,8,1,7
34,0,0,3,2,0,4,0,1,2,2,4,1,4.122226579807987,5,1,12,3,1,0,2.6485467331394013,3,3,1.175622953692389,2,2,2
31,0,0,16,4,2,1,1,3,3,2,3,0,4.173707130866867,2,1,13,3,1,3,3.5203335447092834,2,3,0.7232926390247202,0,0,0
47,1,1,29,4,0,1,1,3,3,0,2,0,4.232968874258419,1,0,12,3,4,1,3.5203335447092834,2,2,2.7854135759006455,7,9,9
53,0,1,7,2,3,4,0,3,5,0,3,2,4.299019626794714,3,1,18,3,2,1,5.648871258075745,6,3,2.3669439908983287,7,4,7
33,0,1,5,3,0,4,1,2,3,8,4,2,4.150867436587193,4,1,15,3,3,1,3.3264680091915957,2,3,1.5103973736359457,2,1,2
34,2,1,9,4,0,4,1,3,2,4,1,0,4.100904223313138,4,1,17,3,3,1,3.7022596222640582,3,2,2.3669439908983287,1,0,7
21,2,1,10,2,0,1,0,2,1,4,3,1,3.9637289648921286,1,1,20,4,3,0,1.3028774217583385,2,1,1.175622953692389,2,2,2
36,0,1,8,3,1,3,0,3,3,8,3,2,4.208063601972055,1,1,13,3,2,3,4.616030420426672,2,3,3.465430906320976,14,12,8
40,0,1,2,3,0,3,1,3,2,1,4,1,4.075953634093733,1,1,13,3,3,0,3.3264680091915957,4,3,2.6584607585199937,8,8,8
31,0,0,29,4,2,1,0,2,2,2,4,0,4.104944989170007,1,1,14,3,1,2,4.036540136399826,3,3,3.011520783697835,7,5,7
32,0,1,5,4,0,4,1,2,2,5,4,1,4.201368322903787,8,1,24,4,2,0,3.1185563891569537,1,3,0.7232926390247202,0,0,0
30,0,0,29,4,1,3,1,3,3,2,2,0,4.194109123281844,3,1,12,3,2,1,3.3264680091915957,3,3,1.7782803158941651,2,1,3
38,2,1,2,2,0,4,1,3,1,4,4,0,3.8701028203865553,1,0,23,4,3,1,0.7710602063704559,3,3,0.7232926390247202,0,0,0
47,1,0,2,4,2,3,1,3,2,2,2,0,4.088011840862454,7,1,11,3,4,1,2.072625504680407,3,1,0.7232926390247202,0,0,0
36,0,1,2,4,3,3,1,3,1,4,3,1,3.9551663448659666,4,1,21,4,3,0,4.48034086390841,6,3,2.902608229699713,8,3,9
31,2,0,20,3,0,3,1,4,1,3,4,0,3.9763374394737143,0,1,12,3,1,1,1.7217255645620062,4,3,1.175622953692389,2,2,2
29,0,0,27,3,2,2,0,3,3,2,4,0,4.162732951832475,1,1,22,4,4,3,3.5203335447092834,3,2,2.7854135759006455,4,1,9
33,2,0,10,3,2,2,1,2,2,2,4,1,4.076782509679829,3,1,14,3,3,0,3.3264680091915957,6,2,2.3669439908983287,7,0,1
35,0,1,2,3,0,3,1,2,3,5,2,2,4.210821215388146,2,1,18,3,2,1,4.338960357094801,2,4,2.3669439908983287,7,6,4
36,0,1,10,3,0,4,1,3,3,8,1,0,4.176903146270057,7,0,13,3,4,1,4.338960357094801,1,3,3.011520783697835,8,5,7
50,2,2,3,3,3,1,1,3,5,0,2,0,4.295926919713969,1,1,11,3,3,1,6.208784507576293,2,3,4.3604591545071685,5,10,7
32,0,0,1,2,0,1,1,1,2,2,2,1,4.141416731895815,6,1,15,3,2,0,3.5203335447092834,2,3,0.0,0,0,0
